customer_id,risk_score,risk_tier,decision,top_risk_factors,F1_list_match,F2_behaviour,F3_suspicious,F4_aml_noise,F5_identity,sanctions_flag,pep_flag,adverse_media_flag,fraud_history_flag,document_status,country_risk,structuring_flag,digital_risk_score
C5357,14.96,LOW,APPROVE,High-risk country of origin,0,18.31,40.0,16.5,0.0,0,0,0,0,Complete,High,0,27
C5358,27.81,LOW,APPROVE,Prior fraud history on record; Customer address unverified,0,37.82,30.0,33.0,51.0,0,0,0,1,Complete,Low,0,45
C5359,21.92,LOW,APPROVE,High digital / device fraud risk score; Customer address unverified,0,51.12,30.0,16.5,16.0,0,0,0,0,Complete,Low,0,96
C5360,24.61,LOW,APPROVE,Prior fraud history on record; KYC documents missing; Customer address unverified,0,19.285,30.0,25.0,65.0,0,0,0,1,Missing,Low,0,30
C5361,9.32,LOW,APPROVE,KYC documents incomplete (partial),0,34.585,0.0,0.0,16.0,0,0,0,0,Partial,Low,0,65
C5362,20.11,LOW,APPROVE,Politically Exposed Person (PEP); KYC documents incomplete (partial),70,5.535,0.0,0.0,10.0,0,1,0,0,Partial,Low,0,8
C5363,15.61,LOW,APPROVE,No significant risk factors identified,0,11.03,0.0,58.0,12.0,0,0,0,0,Complete,Low,0,22
C5364,12.94,LOW,APPROVE,High digital / device fraud risk score,0,43.21,0.0,12.5,12.0,0,0,0,0,Complete,Low,0,85
C5365,28.85,LOW,APPROVE,Prior fraud history on record; High digital / device fraud risk score,0,47.5,20.0,41.5,47.0,0,0,0,1,Complete,Medium,0,94
C5366,37.74,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; High-risk country of origin; High digital / device fraud risk score,0,55.47,40.0,62.5,41.0,0,0,0,1,Complete,High,0,88
C5367,28.28,LOW,APPROVE,High-risk country of origin,0,17.375,40.0,75.0,12.0,0,0,0,0,Complete,High,0,30
C5368,34.65,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; KYC documents missing; High-risk country of origin,0,26.990000000000002,70.0,12.5,85.0,0,0,0,1,Missing,High,0,46
C5369,25.47,LOW,APPROVE,Structuring pattern detected (txn/income ratio anomaly),0,48.33,20.0,50.0,12.0,0,0,0,0,Complete,Medium,1,20
C5370,46.18,MEDIUM,MANUAL_REVIEW,Politically Exposed Person (PEP); High-risk country of origin; High digital / device fraud risk score,70,37.915,40.0,58.0,10.0,0,1,0,0,Partial,High,0,71
C5371,37.95,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; High digital / device fraud risk score; KYC documents incomplete (partial),0,48.015,50.0,41.5,67.0,0,0,0,1,Partial,Medium,0,87
C5372,15.52,LOW,APPROVE,High-risk country of origin; KYC documents incomplete (partial),0,17.59,40.0,12.5,10.0,0,0,0,0,Partial,High,0,17
C5373,23.32,LOW,APPROVE,Prior fraud history on record; High digital / device fraud risk score; KYC documents incomplete (partial),0,42.86,0.0,25.0,65.0,0,0,0,1,Partial,Low,0,74
C5374,24.51,LOW,APPROVE,Prior fraud history on record; KYC documents incomplete (partial),0,21.815,0.0,58.0,57.0,0,0,0,1,Partial,Low,0,38
C5375,11.98,LOW,APPROVE,Prior fraud history on record; KYC documents missing,0,18.635,0.0,0.0,55.0,0,0,0,1,Missing,Low,0,36
C5376,40.57,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; Adverse media / negative news detected; Customer address unverified,50,7.08,45.0,50.0,51.0,0,0,1,1,Complete,Low,0,9
C5377,45.75,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; Politically Exposed Person (PEP); High digital / device fraud risk score,70,65.485,0.0,33.0,57.0,0,1,0,1,Partial,Low,0,85
C5378,14.79,LOW,APPROVE,Prior fraud history on record; KYC documents incomplete (partial),0,23.69,0.0,16.5,45.0,0,0,0,1,Partial,Low,0,39
C5379,16.8,LOW,APPROVE,Structuring pattern detected (txn/income ratio anomaly),0,41.005,0.0,25.0,24.0,0,0,0,0,Complete,Low,1,55
C5380,25.64,LOW,APPROVE,Prior fraud history on record; KYC documents incomplete (partial),0,10.455,0.0,75.0,57.0,0,0,0,1,Partial,Low,0,15
C5381,25.19,LOW,APPROVE,KYC documents missing; High digital / device fraud risk score; Customer address unverified,0,48.46,30.0,25.0,30.0,0,0,0,0,Missing,Low,0,87
C5382,19.09,LOW,APPROVE,Prior fraud history on record; KYC documents incomplete (partial),0,41.68,20.0,0.0,45.0,0,0,0,1,Partial,Medium,0,57
C5383,60.35,HIGH,REJECT,Prior fraud history on record; Politically Exposed Person (PEP); Structuring pattern detected (txn/income ratio anomaly),70,57.475,40.0,83.0,45.0,0,1,0,1,Partial,High,1,86
C5384,54.87,MEDIUM,MANUAL_REVIEW,Adverse media / negative news detected; High-risk country of origin; High digital / device fraud risk score,50,39.855,85.0,75.0,16.0,0,0,1,0,Complete,High,0,76
C5385,36.1,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; High-risk country of origin; Customer address unverified,0,26.73,70.0,50.0,45.0,0,0,0,1,Complete,High,0,50
C5386,15.12,LOW,APPROVE,Prior fraud history on record; KYC documents incomplete (partial),0,37.34,0.0,0.0,51.0,0,0,0,1,Partial,Low,0,64
C5387,13.94,LOW,APPROVE,No significant risk factors identified,0,20.2,20.0,25.0,6.0,0,0,0,0,Complete,Medium,0,33
C5388,16.92,LOW,APPROVE,Prior fraud history on record,0,58.335,0.0,0.0,35.0,0,0,0,1,Complete,Low,0,43
C5389,75.0,HIGH,REJECT,Sanctions watchlist hit detected; High digital / device fraud risk score,100,47.61,0.0,41.5,6.0,1,0,0,0,Complete,Low,0,91
C5390,24.95,LOW,APPROVE,Prior fraud history on record,0,74.0,20.0,0.0,41.0,0,0,0,1,Complete,Medium,0,48
C5391,31.12,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; Structuring pattern detected (txn/income ratio anomaly); Customer address unverified,0,30.325,50.0,41.5,45.0,0,0,0,1,Complete,Medium,1,31
C5392,38.62,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; Politically Exposed Person (PEP),70,13.365,20.0,41.5,41.0,0,1,0,1,Complete,Medium,0,20
C5393,18.59,LOW,APPROVE,Prior fraud history on record; High digital / device fraud risk score; KYC documents incomplete (partial),0,46.69,0.0,12.5,45.0,0,0,0,1,Partial,Low,0,75
C5394,27.96,LOW,APPROVE,Prior fraud history on record; High digital / device fraud risk score; KYC documents incomplete (partial),0,47.53,20.0,25.0,63.0,0,0,0,1,Partial,Medium,0,88
C5395,29.19,LOW,APPROVE,Customer address unverified,0,37.955,50.0,41.5,22.0,0,0,0,0,Complete,Medium,0,66
C5396,41.29,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; Adverse media / negative news detected; High digital / device fraud risk score,50,48.205,15.0,50.0,41.0,0,0,1,1,Complete,Low,0,91
C5397,25.31,LOW,APPROVE,Customer address unverified,0,11.035,50.0,58.0,10.0,0,0,0,0,Complete,Medium,0,16
C5398,37.29,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; KYC documents missing; High digital / device fraud risk score,0,50.715,0.0,75.0,81.0,0,0,0,1,Missing,Low,0,100
C5399,14.86,LOW,APPROVE,Prior fraud history on record; KYC documents missing,0,3.54,0.0,25.0,61.0,0,0,0,1,Missing,Low,0,5
C5400,43.65,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; Adverse media / negative news detected; Structuring pattern detected (txn/income ratio anomaly),50,55.5,15.0,50.0,47.0,0,0,1,1,Complete,Low,1,11
C5401,30.85,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; KYC documents incomplete (partial),0,36.515,0.0,75.0,57.0,0,0,0,1,Partial,Low,0,63
C5402,43.52,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; Adverse media / negative news detected; Structuring pattern detected (txn/income ratio anomaly),50,33.865,15.0,66.5,53.0,0,0,1,1,Complete,Low,1,41
C5403,35.19,MEDIUM,MANUAL_REVIEW,Adverse media / negative news detected; High digital / device fraud risk score,50,48.46,15.0,50.0,0.0,0,0,1,0,Complete,Low,0,87
C5404,24.9,LOW,APPROVE,Prior fraud history on record,0,26.765,0.0,58.0,53.0,0,0,0,1,Complete,Low,0,47
C5405,4.28,LOW,APPROVE,No significant risk factors identified,0,16.91,0.0,0.0,6.0,0,0,0,0,Complete,Low,0,28
C5406,18.45,LOW,APPROVE,Prior fraud history on record; Customer address unverified,0,28.509999999999998,30.0,0.0,45.0,0,0,0,1,Complete,Low,0,33
C5407,34.38,MEDIUM,MANUAL_REVIEW,KYC documents incomplete (partial),0,35.405,20.0,100.0,22.0,0,0,0,0,Partial,Medium,0,62
C5408,24.23,LOW,APPROVE,Prior fraud history on record; High digital / device fraud risk score; KYC documents incomplete (partial),0,62.41,0.0,25.0,45.0,0,0,0,1,Partial,Low,0,98
C5409,39.17,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; Structuring pattern detected (txn/income ratio anomaly); High-risk country of origin,0,58.59,40.0,66.5,41.0,0,0,0,1,Complete,High,1,75
C5410,15.84,LOW,APPROVE,KYC documents incomplete (partial),0,42.175,0.0,25.0,16.0,0,0,0,0,Partial,Low,0,18
C5411,21.57,LOW,APPROVE,Prior fraud history on record; KYC documents incomplete (partial),0,16.1,0.0,58.0,45.0,0,0,0,1,Partial,Low,0,14
C5412,30.52,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; Adverse media / negative news detected,50,4.375,15.0,25.0,61.0,0,0,1,1,Complete,Low,0,4
C5413,34.64,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; Structuring pattern detected (txn/income ratio anomaly); High-risk country of origin,0,27.445,40.0,75.0,41.0,0,0,0,1,Complete,High,1,33
C5414,75.0,HIGH,REJECT,Sanctions watchlist hit detected; Prior fraud history on record; Politically Exposed Person (PEP),100,33.805,40.0,0.0,35.0,1,1,0,1,Complete,High,0,32
C5415,20.1,LOW,APPROVE,Prior fraud history on record; High-risk country of origin,0,9.27,40.0,25.0,35.0,0,0,0,1,Complete,High,0,10
C5416,17.59,LOW,APPROVE,Prior fraud history on record,0,24.18,0.0,33.0,41.0,0,0,0,1,Complete,Low,0,34
C5417,22.57,LOW,APPROVE,Politically Exposed Person (PEP),70,20.865,0.0,0.0,6.0,0,1,0,0,Complete,Low,0,5
C5418,35.7,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; Customer address unverified,0,31.244999999999997,50.0,50.0,63.0,0,0,0,1,Complete,Medium,0,33
C5419,30.58,MEDIUM,MANUAL_REVIEW,KYC documents missing; Adverse media / negative news detected; High digital / device fraud risk score,50,43.875,15.0,16.5,20.0,0,0,1,0,Missing,Low,0,74
C5420,32.5,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; High digital / device fraud risk score; KYC documents incomplete (partial),0,83.75,20.0,25.0,45.0,0,0,0,1,Partial,Medium,0,94
C5421,34.64,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; Adverse media / negative news detected; High digital / device fraud risk score,50,44.425,15.0,25.0,35.0,0,0,1,1,Complete,Low,0,74
C5422,28.29,LOW,APPROVE,Structuring pattern detected (txn/income ratio anomaly),0,71.44,20.0,50.0,0.0,0,0,0,0,Complete,Medium,1,69
C5423,15.31,LOW,APPROVE,High digital / device fraud risk score,0,43.055,0.0,29.0,6.0,0,0,0,0,Complete,Low,0,78
C5424,31.88,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; Adverse media / negative news detected,50,22.675,15.0,33.0,35.0,0,0,1,1,Complete,Low,0,40
C5425,21.04,LOW,APPROVE,Prior fraud history on record; High digital / device fraud risk score; KYC documents incomplete (partial),0,46.955,20.0,0.0,51.0,0,0,0,1,Partial,Medium,0,80
C5426,24.04,LOW,APPROVE,Prior fraud history on record; High-risk country of origin; Customer address unverified,0,11.965,70.0,0.0,51.0,0,0,0,1,Complete,High,0,15
C5427,39.31,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; High-risk country of origin,0,30.31,40.0,100.0,35.0,0,0,0,1,Complete,High,0,58
C5428,32.45,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; High-risk country of origin; High digital / device fraud risk score,0,49.98,40.0,41.5,41.0,0,0,0,1,Complete,High,0,99
C5429,23.58,LOW,APPROVE,Prior fraud history on record; High digital / device fraud risk score; KYC documents incomplete (partial),0,55.15,0.0,29.0,45.0,0,0,0,1,Partial,Low,0,93
C5430,28.85,LOW,APPROVE,KYC documents missing; Adverse media / negative news detected; High-risk country of origin,50,7.25,55.0,0.0,26.0,0,0,1,0,Missing,High,0,6
C5431,16.05,LOW,APPROVE,KYC documents missing,0,32.225,0.0,33.0,20.0,0,0,0,0,Missing,Low,0,24
C5432,24.71,LOW,APPROVE,Prior fraud history on record; High digital / device fraud risk score,0,51.3,0.0,41.5,41.0,0,0,0,1,Complete,Low,0,96
C5433,20.43,LOW,APPROVE,Prior fraud history on record; High digital / device fraud risk score; KYC documents incomplete (partial),0,43.39,0.0,25.0,45.0,0,0,0,1,Partial,Low,0,80
C5434,33.72,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; Structuring pattern detected (txn/income ratio anomaly); High digital / device fraud risk score,0,76.84,0.0,58.0,45.0,0,0,0,1,Partial,Low,1,96
C5435,30.18,MEDIUM,MANUAL_REVIEW,High digital / device fraud risk score; KYC documents incomplete (partial); Customer address unverified,0,59.88,30.0,41.5,26.0,0,0,0,0,Partial,Low,0,96
C5436,20.76,LOW,APPROVE,KYC documents incomplete (partial),0,32.81,0.0,45.5,34.0,0,0,0,0,Partial,Low,0,55
C5437,21.71,LOW,APPROVE,Prior fraud history on record; Structuring pattern detected (txn/income ratio anomaly); KYC documents incomplete (partial),0,12.29,0.0,58.0,51.0,0,0,0,1,Partial,Low,1,4
C5438,18.64,LOW,APPROVE,Prior fraud history on record; High digital / device fraud risk score,0,37.97,0.0,29.0,35.0,0,0,0,1,Complete,Low,0,75
C5439,53.35,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; Adverse media / negative news detected; High digital / device fraud risk score,50,51.005,45.0,62.5,61.0,0,0,1,1,Partial,Low,0,91
C5440,16.99,LOW,APPROVE,High digital / device fraud risk score,0,51.935,0.0,33.0,0.0,0,0,0,0,Complete,Low,0,99
C5441,29.04,LOW,APPROVE,Prior fraud history on record; High-risk country of origin,0,24.44,40.0,50.0,41.0,0,0,0,1,Complete,High,0,40
C5442,30.87,MEDIUM,MANUAL_REVIEW,Prior fraud history on record,0,8.09,20.0,100.0,35.0,0,0,0,1,Complete,Medium,0,13
C5443,33.3,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; High digital / device fraud risk score; Customer address unverified,0,43.74,30.0,50.0,57.0,0,0,0,1,Complete,Low,0,76
C5444,17.04,LOW,APPROVE,No significant risk factors identified,0,19.705,20.0,45.5,0.0,0,0,0,0,Complete,Medium,0,39
C5445,38.48,MEDIUM,MANUAL_REVIEW,Politically Exposed Person (PEP); KYC documents missing; High digital / device fraud risk score,70,49.875,0.0,25.0,40.0,0,1,0,0,Missing,Low,0,99
C5446,14.14,LOW,APPROVE,No significant risk factors identified,0,33.675,20.0,12.5,6.0,0,0,0,0,Complete,Medium,0,61
C5447,23.29,LOW,APPROVE,Prior fraud history on record; KYC documents incomplete (partial),0,24.705,0.0,58.0,45.0,0,0,0,1,Partial,Low,0,43
C5448,21.0,LOW,APPROVE,Prior fraud history on record,0,11.75,0.0,62.5,41.0,0,0,0,1,Complete,Low,0,8
C5449,22.93,LOW,APPROVE,Prior fraud history on record,0,33.9,0.0,50.0,41.0,0,0,0,1,Complete,Low,0,63
C5450,8.45,LOW,APPROVE,KYC documents incomplete (partial),0,10.74,0.0,0.0,42.0,0,0,0,0,Partial,Low,0,17
C5451,45.27,MEDIUM,MANUAL_REVIEW,Adverse media / negative news detected; Structuring pattern detected (txn/income ratio anomaly); High digital / device fraud risk score,50,62.345,35.0,66.5,0.0,0,0,1,0,Complete,Medium,1,75
C5452,56.78,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; Adverse media / negative news detected; High-risk country of origin,50,57.64,85.0,33.0,61.0,0,0,1,1,Partial,High,0,82
C5453,23.91,LOW,APPROVE,Customer address unverified,0,32.045,30.0,50.0,10.0,0,0,0,0,Complete,Low,0,61
C5454,55.64,MEDIUM,MANUAL_REVIEW,Politically Exposed Person (PEP); Structuring pattern detected (txn/income ratio anomaly); High-risk country of origin,70,54.225,40.0,83.0,18.0,0,1,0,0,Complete,High,1,87
C5455,9.75,LOW,APPROVE,No significant risk factors identified,0,27.73,0.0,16.5,6.0,0,0,0,0,Complete,Low,0,50
C5456,21.65,LOW,APPROVE,No significant risk factors identified,0,38.255,20.0,50.0,0.0,0,0,0,0,Complete,Medium,0,69
C5457,37.7,MEDIUM,MANUAL_REVIEW,High digital / device fraud risk score; KYC documents incomplete (partial),0,97.5,20.0,50.0,28.0,0,0,0,0,Partial,Medium,0,95
C5458,36.14,MEDIUM,MANUAL_REVIEW,High-risk country of origin; High digital / device fraud risk score; Customer address unverified,0,44.175,70.0,50.0,22.0,0,0,0,0,Complete,High,0,88
C5459,27.02,LOW,APPROVE,Prior fraud history on record,0,8.825,0.0,100.0,35.0,0,0,0,1,Complete,Low,0,7
C5460,14.62,LOW,APPROVE,No significant risk factors identified,0,27.115000000000002,0.0,41.5,6.0,0,0,0,0,Complete,Low,0,42
C5461,36.8,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; Customer address unverified,0,25.225,50.0,75.0,45.0,0,0,0,1,Complete,Medium,0,34
C5462,14.53,LOW,APPROVE,No significant risk factors identified,0,36.17,20.0,16.5,0.0,0,0,0,0,Complete,Medium,0,68
C5463,36.52,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; Politically Exposed Person (PEP); Adverse media / negative news detected,70,26.365000000000002,35.0,0.0,45.0,0,1,1,1,Partial,Medium,0,45
C5464,22.06,LOW,APPROVE,Prior fraud history on record; Customer address unverified,0,21.53,30.0,25.0,45.0,0,0,0,1,Complete,Low,0,18
C5465,26.76,LOW,APPROVE,KYC documents incomplete (partial); Customer address unverified,0,13.775,30.0,75.0,20.0,0,0,0,0,Partial,Low,0,26
C5466,6.2,LOW,APPROVE,No significant risk factors identified,0,26.485,0.0,0.0,6.0,0,0,0,0,Complete,Low,0,50
C5467,36.29,MEDIUM,MANUAL_REVIEW,Politically Exposed Person (PEP); High-risk country of origin,70,32.945,40.0,16.5,6.0,0,1,0,0,Complete,High,0,57
C5468,9.9,LOW,APPROVE,Prior fraud history on record,0,10.754999999999999,0.0,12.5,35.0,0,0,0,1,Complete,Low,0,13
C5469,36.4,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; Customer address unverified,0,63.225,30.0,41.5,63.0,0,0,0,1,Complete,Low,0,48
C5470,22.96,LOW,APPROVE,Prior fraud history on record; Structuring pattern detected (txn/income ratio anomaly); KYC documents incomplete (partial),0,36.04,20.0,25.0,45.0,0,0,0,1,Partial,Medium,1,22
C5471,33.92,MEDIUM,MANUAL_REVIEW,Adverse media / negative news detected; Customer address unverified,50,38.105000000000004,45.0,16.5,10.0,0,0,1,0,Complete,Low,0,63
C5472,4.94,LOW,APPROVE,No significant risk factors identified,0,4.68,20.0,0.0,0.0,0,0,0,0,Complete,Medium,0,5
C5473,19.58,LOW,APPROVE,Prior fraud history on record,0,17.634999999999998,20.0,25.0,47.0,0,0,0,1,Complete,Medium,0,10
C5474,13.61,LOW,APPROVE,No significant risk factors identified,0,31.03,20.0,12.5,6.0,0,0,0,0,Complete,Medium,0,60
C5475,7.99,LOW,APPROVE,KYC documents incomplete (partial),0,12.46,20.0,0.0,10.0,0,0,0,0,Partial,Medium,0,14
C5476,30.97,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; Structuring pattern detected (txn/income ratio anomaly); High digital / device fraud risk score,0,59.58,20.0,25.0,67.0,0,0,0,1,Complete,Medium,1,97
C5477,58.35,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; Politically Exposed Person (PEP); High-risk country of origin,70,46.015,70.0,50.0,51.0,0,1,0,1,Complete,High,0,87
C5478,19.44,LOW,APPROVE,High-risk country of origin; Customer address unverified,0,19.72,70.0,0.0,10.0,0,0,0,0,Complete,High,0,33
C5479,16.93,LOW,APPROVE,No significant risk factors identified,0,14.64,20.0,50.0,0.0,0,0,0,0,Complete,Medium,0,22
C5480,36.66,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; High digital / device fraud risk score,0,82.03,0.0,75.0,35.0,0,0,0,1,Complete,Low,0,90
C5481,22.49,LOW,APPROVE,Prior fraud history on record; Customer address unverified,0,27.705,30.0,16.5,51.0,0,0,0,1,Complete,Low,0,52
C5482,37.35,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; Politically Exposed Person (PEP),70,15.01,0.0,58.0,35.0,0,1,0,1,Complete,Low,0,19
C5483,16.18,LOW,APPROVE,Customer address unverified,0,9.885,30.0,29.0,16.0,0,0,0,0,Complete,Low,0,14
C5484,41.25,MEDIUM,MANUAL_REVIEW,Structuring pattern detected (txn/income ratio anomaly); Customer address unverified,0,59.735,30.0,100.0,22.0,0,0,0,0,Complete,Low,1,60
C5485,14.34,LOW,APPROVE,No significant risk factors identified,0,30.175,0.0,41.5,0.0,0,0,0,0,Complete,Low,0,59
C5486,75.0,HIGH,REJECT,Sanctions watchlist hit detected; High digital / device fraud risk score,100,46.27,20.0,66.5,6.0,1,0,0,0,Complete,Medium,0,91
C5487,24.87,LOW,APPROVE,KYC documents incomplete (partial),0,12.85,20.0,75.0,22.0,0,0,0,0,Partial,Medium,0,7
C5488,34.02,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; KYC documents incomplete (partial),0,27.35,0.0,100.0,57.0,0,0,0,1,Partial,Low,0,45
C5489,21.18,LOW,APPROVE,High digital / device fraud risk score,0,47.385,20.0,25.0,18.0,0,0,0,0,Complete,Medium,0,88
C5490,28.36,LOW,APPROVE,Prior fraud history on record; High digital / device fraud risk score; Customer address unverified,0,45.045,30.0,33.0,45.0,0,0,0,1,Complete,Low,0,90
C5491,38.03,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; KYC documents missing; High-risk country of origin,0,45.92,70.0,16.5,77.0,0,0,0,1,Missing,High,0,90
C5492,28.29,LOW,APPROVE,KYC documents missing; Adverse media / negative news detected,50,23.945,15.0,25.0,20.0,0,0,1,0,Missing,Low,0,40
C5493,40.6,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; Adverse media / negative news detected; High-risk country of origin,50,20.27,55.0,16.5,65.0,0,0,1,1,Partial,High,0,23
C5494,16.2,LOW,APPROVE,Customer address unverified,0,14.02,30.0,25.0,16.0,0,0,0,0,Complete,Low,0,27
C5495,14.14,LOW,APPROVE,Prior fraud history on record,0,19.445,0.0,25.0,35.0,0,0,0,1,Complete,Low,0,25
C5496,23.52,LOW,APPROVE,Prior fraud history on record; KYC documents incomplete (partial); Customer address unverified,0,29.325,30.0,12.5,61.0,0,0,0,1,Partial,Low,0,48
C5497,18.3,LOW,APPROVE,High-risk country of origin; KYC documents incomplete (partial),0,27.0,40.0,12.5,16.0,0,0,0,0,Partial,High,0,13
C5498,31.65,MEDIUM,MANUAL_REVIEW,High digital / device fraud risk score; KYC documents incomplete (partial),0,36.245,20.0,75.0,36.0,0,0,0,0,Partial,Medium,0,71
C5499,75.0,HIGH,REJECT,Sanctions watchlist hit detected; KYC documents missing,100,15.855,0.0,50.0,26.0,1,0,0,0,Missing,Low,0,21
C5500,31.02,MEDIUM,MANUAL_REVIEW,Structuring pattern detected (txn/income ratio anomaly); High digital / device fraud risk score,0,93.6,20.0,41.5,0.0,0,0,0,0,Complete,Medium,1,90
C5501,21.99,LOW,APPROVE,High digital / device fraud risk score,0,43.96,20.0,41.5,6.0,0,0,0,0,Complete,Medium,0,85
C5502,33.66,MEDIUM,MANUAL_REVIEW,High-risk country of origin; High digital / device fraud risk score; Customer address unverified,0,40.795,70.0,50.0,10.0,0,0,0,0,Complete,High,0,75
C5503,14.1,LOW,APPROVE,Prior fraud history on record; High digital / device fraud risk score,0,39.765,0.0,0.0,41.0,0,0,0,1,Complete,Low,0,76
C5504,15.73,LOW,APPROVE,Structuring pattern detected (txn/income ratio anomaly),0,53.64,0.0,25.0,0.0,0,0,0,0,Complete,Low,1,67
C5505,12.54,LOW,APPROVE,KYC documents incomplete (partial),0,13.675,0.0,41.5,10.0,0,0,0,0,Partial,Low,0,25
C5506,35.91,MEDIUM,MANUAL_REVIEW,Adverse media / negative news detected; High-risk country of origin; Customer address unverified,50,12.03,85.0,12.5,10.0,0,0,1,0,Complete,High,0,22
C5507,20.7,LOW,APPROVE,High digital / device fraud risk score,0,44.48,0.0,50.0,12.0,0,0,0,0,Complete,Low,0,81
C5508,28.17,LOW,APPROVE,Prior fraud history on record; Adverse media / negative news detected,50,37.12,15.0,0.0,35.0,0,0,1,1,Complete,Low,0,60
C5509,11.67,LOW,APPROVE,High digital / device fraud risk score,0,41.84,0.0,16.5,0.0,0,0,0,0,Complete,Low,0,83
C5510,21.87,LOW,APPROVE,Structuring pattern detected (txn/income ratio anomaly); High digital / device fraud risk score,0,58.84,0.0,41.5,12.0,0,0,0,0,Complete,Low,1,81
C5511,32.02,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; Adverse media / negative news detected,50,14.85,15.0,41.5,35.0,0,0,1,1,Complete,Low,0,25
C5512,20.36,LOW,APPROVE,Prior fraud history on record; High digital / device fraud risk score,0,50.56,0.0,25.0,35.0,0,0,0,1,Complete,Low,0,99
C5513,15.72,LOW,APPROVE,Prior fraud history on record,0,19.335,0.0,33.0,35.0,0,0,0,1,Complete,Low,0,32
C5514,12.74,LOW,APPROVE,No significant risk factors identified,0,38.685,0.0,25.0,0.0,0,0,0,0,Complete,Low,0,68
C5515,17.51,LOW,APPROVE,Prior fraud history on record,0,40.32,0.0,16.5,41.0,0,0,0,1,Complete,Low,0,62
C5516,18.94,LOW,APPROVE,Customer address unverified,0,28.22,30.0,29.0,10.0,0,0,0,0,Complete,Low,0,42
C5517,36.6,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; KYC documents missing; Structuring pattern detected (txn/income ratio anomaly),0,22.240000000000002,40.0,75.0,61.0,0,0,0,1,Missing,High,1,22
C5518,18.13,LOW,APPROVE,High digital / device fraud risk score,0,44.635,0.0,41.5,6.0,0,0,0,0,Complete,Low,0,79
C5519,18.51,LOW,APPROVE,Prior fraud history on record; KYC documents incomplete (partial),0,21.79,20.0,12.5,51.0,0,0,0,1,Partial,Medium,0,39
C5520,28.49,LOW,APPROVE,KYC documents incomplete (partial),0,35.465,20.0,75.0,16.0,0,0,0,0,Partial,Medium,0,62
C5521,19.7,LOW,APPROVE,Prior fraud history on record,0,22.765,20.0,25.0,41.0,0,0,0,1,Complete,Medium,0,45
C5522,25.72,LOW,APPROVE,High digital / device fraud risk score; Customer address unverified,0,54.615,50.0,16.5,10.0,0,0,0,0,Complete,Medium,0,96
C5523,22.44,LOW,APPROVE,Prior fraud history on record,0,65.96000000000001,20.0,0.0,35.0,0,0,0,1,Complete,Medium,0,62
C5524,22.35,LOW,APPROVE,High-risk country of origin,0,42.275,40.0,25.0,6.0,0,0,0,0,Complete,High,0,69
C5525,18.67,LOW,APPROVE,No significant risk factors identified,0,18.855,20.0,50.0,6.0,0,0,0,0,Complete,Medium,0,24
C5526,34.45,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; High-risk country of origin; High digital / device fraud risk score,0,56.01,40.0,50.0,35.0,0,0,0,1,Complete,High,0,100
C5527,36.91,MEDIUM,MANUAL_REVIEW,KYC documents missing; High digital / device fraud risk score; Customer address unverified,0,45.035,50.0,62.5,36.0,0,0,0,0,Missing,Medium,0,79
